date,product_code,customer_code,sold_quantity
2018-06-01,A0118150101,90022081,60
2018-06-01,A0118150101,90022082,27
2018-06-01,A0118150101,90023022,3
2018-06-01,A0118150101,90023024,4
2018-06-01,A0118150101,90023025,1
2018-06-01,A0118150101,90023026,1
2018-06-01,A0118150101,90023028,5
2018-06-01,A0118150101,90023029,2
2018-06-01,A0118150101,90023030,1
2018-07-01,A0118150101,70002017,76
2018-07-01,A0118150101,70003181,10
2018-07-01,A0118150101,70006157,1
2018-07-01,A0118150101,70007199,48
2018-07-01,A0118150101,70008169,18
2018-07-01,A0118150101,70011193,12
2018-07-01,A0118150101,70013125,1
2018-07-01,A0118150101,70022084,21
2018-07-01,A0118150101,70022085,30
2018-07-01,A0118150101,70023031,4
2018-07-01,A0118150101,70023032,4
2018-07-01,A0118150101,70027208,8
2018-07-01,A0118150101,80001019,6
2018-07-01,A0118150101,80006155,32
2018-07-01,A0118150101,80007195,124
2018-07-01,A0118150101,80007196,92
2018-07-01,A0118150101,90001020,3
2018-07-01,A0118150101,90002001,13
2018-07-01,A0118150101,90002003,22
2018-07-01,A0118150101,90002004,38
2018-07-01,A0118150101,90002005,61
2018-07-01,A0118150101,90002007,41
2018-07-01,A0118150101,90002008,71
2018-07-01,A0118150101,90002009,55
2018-07-01,A0118150101,90002011,38
2018-07-01,A0118150101,90002012,43
2018-07-01,A0118150101,90002013,65
2018-07-01,A0118150101,90002015,70
2018-07-01,A0118150101,90002016,70
2018-07-01,A0118150101,90003179,14
2018-07-01,A0118150101,90003180,12
2018-07-01,A0118150101,90006153,2
2018-07-01,A0118150101,90006156,10
2018-07-01,A0118150101,90007197,31
2018-07-01,A0118150101,90008164,10
2018-07-01,A0118150101,90008165,19
2018-07-01,A0118150101,90008167,12
2018-07-01,A0118150101,90008168,10
2018-07-01,A0118150101,90011185,14
2018-07-01,A0118150101,90011187,3
2018-07-01,A0118150101,90011188,5
2018-07-01,A0118150101,90011189,4
2018-07-01,A0118150101,90011191,8
2018-07-01,A0118150101,90011192,7
2018-07-01,A0118150101,90013116,3
2018-07-01,A0118150101,90013117,1
2018-07-01,A0118150101,90013119,1
2018-07-01,A0118150101,90013121,2
2018-07-01,A0118150101,90013123,3
2018-07-01,A0118150101,90013124,2
2018-07-01,A0118150101,90016171,1
2018-07-01,A0118150101,90016172,1
2018-07-01,A0118150101,90016175,1
2018-07-01,A0118150101,90022071,9
2018-07-01,A0118150101,90022072,8
2018-07-01,A0118150101,90022073,11
2018-07-01,A0118150101,90022075,12
2018-07-01,A0118150101,90022076,23
2018-07-01,A0118150101,90022077,7
2018-07-01,A0118150101,90022079,37
2018-07-01,A0118150101,90022080,28
2018-07-01,A0118150101,90022081,21
2018-07-01,A0118150101,90022083,7
2018-07-01,A0118150101,90023023,2
2018-07-01,A0118150101,90023024,4
2018-07-01,A0118150101,90023025,4
2018-07-01,A0118150101,90023027,4
2018-07-01,A0118150101,90023028,5
2018-07-01,A0118150101,90023029,3
2018-07-01,A0118150101,90027207,10
2018-08-01,A0118150101,70002018,19
2018-08-01,A0118150101,70003182,5
2018-08-01,A0118150101,70006158,10
2018-08-01,A0118150101,70007198,10
2018-08-01,A0118150101,70007199,26
2018-08-01,A0118150101,70008170,6
2018-08-01,A0118150101,70011194,4
2018-08-01,A0118150101,70013126,3
2018-08-01,A0118150101,70016178,1
2018-08-01,A0118150101,70022084,18
2018-08-01,A0118150101,70023031,1
2018-08-01,A0118150101,70023032,1
2018-08-01,A0118150101,70027208,2
2018-08-01,A0118150101,80001019,6
2018-08-01,A0118150101,80006154,10
2018-08-01,A0118150101,80006155,15
2018-08-01,A0118150101,80007195,92
2018-08-01,A0118150101,80007196,54
2018-08-01,A0118150101,90001020,2
2018-08-01,A0118150101,90002002,42
2018-08-01,A0118150101,90002003,73
2018-08-01,A0118150101,90002004,73
2018-08-01,A0118150101,90002006,60
2018-08-01,A0118150101,90002007,25
2018-08-01,A0118150101,90002008,40
2018-08-01,A0118150101,90002010,34
2018-08-01,A0118150101,90002011,70
2018-08-01,A0118150101,90002012,58
2018-08-01,A0118150101,90002014,74
2018-08-01,A0118150101,90002015,32
2018-08-01,A0118150101,90002016,33
2018-08-01,A0118150101,90003179,11
2018-08-01,A0118150101,90003180,20
2018-08-01,A0118150101,90006156,10
2018-08-01,A0118150101,90008164,21
2018-08-01,A0118150101,90008166,16
2018-08-01,A0118150101,90008167,4
2018-08-01,A0118150101,90008168,20
2018-08-01,A0118150101,90011186,11
2018-08-01,A0118150101,90011187,12
2018-08-01,A0118150101,90011188,4
2018-08-01,A0118150101,90011190,2
2018-08-01,A0118150101,90011191,5
2018-08-01,A0118150101,90011192,6
2018-08-01,A0118150101,90013116,1
2018-08-01,A0118150101,90013118,2
2018-08-01,A0118150101,90013119,2
2018-08-01,A0118150101,90013120,1
2018-08-01,A0118150101,90013122,1
2018-08-01,A0118150101,90013123,1
2018-08-01,A0118150101,90013124,2
2018-08-01,A0118150101,90016171,1
2018-08-01,A0118150101,90016174,1
2018-08-01,A0118150101,90016175,1
2018-08-01,A0118150101,90016176,1
2018-08-01,A0118150101,90022071,19
2018-08-01,A0118150101,90022072,18
2018-08-01,A0118150101,90022074,38
2018-08-01,A0118150101,90022075,17
2018-08-01,A0118150101,90022076,29
2018-08-01,A0118150101,90022078,35
2018-08-01,A0118150101,90022079,27
2018-08-01,A0118150101,90022080,34
2018-08-01,A0118150101,90022082,18
2018-08-01,A0118150101,90022083,20
2018-08-01,A0118150101,90023022,2
2018-08-01,A0118150101,90023023,2
2018-08-01,A0118150101,90023024,5
2018-08-01,A0118150101,90023026,1
2018-08-01,A0118150101,90023027,3
2018-08-01,A0118150101,90023028,5
2018-08-01,A0118150101,90023030,1
2018-08-01,A0118150101,90027207,6
2018-09-01,A0118150101,70002017,34
2018-09-01,A0118150101,70002018,40
2018-09-01,A0118150101,70003181,15
2018-09-01,A0118150101,70003182,26
2018-09-01,A0118150101,70005163,3
2018-09-01,A0118150101,70006157,28
2018-09-01,A0118150101,70006158,21
2018-09-01,A0118150101,70007198,60
2018-09-01,A0118150101,70007199,15
2018-09-01,A0118150101,70008169,20
2018-09-01,A0118150101,70008170,8
2018-09-01,A0118150101,70010047,10
2018-09-01,A0118150101,70011193,19
2018-09-01,A0118150101,70011194,14
2018-09-01,A0118150101,70012042,22
2018-09-01,A0118150101,70012043,14
2018-09-01,A0118150101,70013125,4
2018-09-01,A0118150101,70013126,20
2018-09-01,A0118150101,70014142,2
2018-09-01,A0118150101,70014143,2
2018-09-01,A0118150101,70016177,3
2018-09-01,A0118150101,70016178,4
2018-09-01,A0118150101,70022085,72
2018-09-01,A0118150101,70023031,13
2018-09-01,A0118150101,70026206,11
2018-09-01,A0118150101,80001019,12
2018-09-01,A0118150101,80006154,38
2018-09-01,A0118150101,80006155,150
2018-09-01,A0118150101,80007195,52
2018-09-01,A0118150101,90001021,6
2018-09-01,A0118150101,90002001,67
2018-09-01,A0118150101,90002002,111
2018-09-01,A0118150101,90002003,99
2018-09-01,A0118150101,90002005,55
2018-09-01,A0118150101,90002006,34
2018-09-01,A0118150101,90002007,112
2018-09-01,A0118150101,90002009,115
2018-09-01,A0118150101,90002010,60
2018-09-01,A0118150101,90002011,40
2018-09-01,A0118150101,90002013,131
2018-09-01,A0118150101,90002014,49
2018-09-01,A0118150101,90002015,46
2018-09-01,A0118150101,90003179,18
2018-09-01,A0118150101,90005159,10
2018-09-01,A0118150101,90005161,10
2018-09-01,A0118150101,90005162,11
2018-09-01,A0118150101,90006153,6
2018-09-01,A0118150101,90007197,83
2018-09-01,A0118150101,90008165,43
2018-09-01,A0118150101,90008166,6
2018-09-01,A0118150101,90008167,33
2018-09-01,A0118150101,90010045,4
2018-09-01,A0118150101,90010046,7
2018-09-01,A0118150101,90011185,25
2018-09-01,A0118150101,90011186,15
2018-09-01,A0118150101,90011187,28
2018-09-01,A0118150101,90011189,28
2018-09-01,A0118150101,90011190,21
2018-09-01,A0118150101,90011191,34
2018-09-01,A0118150101,90012033,18
2018-09-01,A0118150101,90012034,14
2018-09-01,A0118150101,90012035,20
2018-09-01,A0118150101,90012037,17
2018-09-01,A0118150101,90012038,8
2018-09-01,A0118150101,90012039,4
2018-09-01,A0118150101,90012041,7
2018-09-01,A0118150101,90013117,3
2018-09-01,A0118150101,90013118,14
2018-09-01,A0118150101,90013119,12
2018-09-01,A0118150101,90013121,13
2018-09-01,A0118150101,90013122,21
2018-09-01,A0118150101,90013123,14
2018-09-01,A0118150101,90014135,2
2018-09-01,A0118150101,90014137,2
2018-09-01,A0118150101,90014138,3
2018-09-01,A0118150101,90014139,1
2018-09-01,A0118150101,90014141,1
2018-09-01,A0118150101,90016171,2
2018-09-01,A0118150101,90016173,5
2018-09-01,A0118150101,90016174,1
2018-09-01,A0118150101,90016175,3
2018-09-01,A0118150101,90017049,4
2018-09-01,A0118150101,90017050,7
2018-09-01,A0118150101,90017051,1
2018-09-01,A0118150101,90017053,3
2018-09-01,A0118150101,90017054,5
2018-09-01,A0118150101,90017055,7
2018-09-01,A0118150101,90017057,3
2018-09-01,A0118150101,90017058,4
2018-09-01,A0118150101,90017059,1
2018-09-01,A0118150101,90019201,1
2018-09-01,A0118150101,90019202,1
2018-09-01,A0118150101,90021086,7
2018-09-01,A0118150101,90021087,7
2018-09-01,A0118150101,90021089,15
2018-09-01,A0118150101,90021090,12
2018-09-01,A0118150101,90021091,2
2018-09-01,A0118150101,90021093,16
2018-09-01,A0118150101,90021094,9
2018-09-01,A0118150101,90021095,6
2018-09-01,A0118150101,90022071,50
2018-09-01,A0118150101,90022073,50
2018-09-01,A0118150101,90022074,88
2018-09-01,A0118150101,90022075,39
2018-09-01,A0118150101,90022077,67
2018-09-01,A0118150101,90022078,56
2018-09-01,A0118150101,90022079,23
2018-09-01,A0118150101,90022081,95
2018-09-01,A0118150101,90022082,19
2018-09-01,A0118150101,90022083,74
2018-09-01,A0118150101,90023022,23
2018-09-01,A0118150101,90023023,38
2018-09-01,A0118150101,90023025,21
2018-09-01,A0118150101,90023026,14
